"field_code","label","data_type","pillar","category","polarity","unit","definition","definition_source"
"TR.BOARDOVERSIGHTOFHEALTHANDSAFETY","Board Oversight of Health and Safety","Boolean","Governance","Management","Positive","Yes/No","Does the board of directors (or a board-level committee) have formal responsibility for overseeing occupational health and safety policy and performance? Board-level H&S oversight signals that safety is treated as a strategic governance priority rather than a purely operational matter.","[M22] scored data point, Management category"
"TR.BONUSCAPHIGHPAIDSTAFF","Bonus Cap for High-Paid Staff","Boolean","Governance","Shareholders","Positive","Yes/No","Does the company apply a formal cap on variable (bonus) compensation for its highest-paid employees beyond the C-suite, limiting maximum bonus as a multiple of fixed pay? Particularly relevant for financial institutions subject to CRD IV bonus cap regulations in the EU.","[M22] scored data point, Shareholders category; CRD IV (EU banking bonus cap framework)"
"TR.EXECUTIVECOMPENSATIONRISK","Executive Compensation Risk Alignment","Boolean","Governance","Shareholders","Positive","Yes/No","Does the company's executive compensation structure incorporate risk-adjustment mechanisms to ensure that incentive pay reflects risk-adjusted performance and does not incentivise excessive risk-taking? Relevant especially for financial institutions, where poorly designed compensation has been linked to systemic risk.","[M22] scored data point, Shareholders category; FSB Principles for Sound Compensation Practices"
"TR.MEDIANSALARYGAP","Median Salary Gap (Gender Pay Gap)","Numeric","Governance","Shareholders","Negative","%","The median pay gap between male and female employees, expressed as the percentage by which male median pay exceeds female median pay. A lower (or zero) gap indicates greater gender pay equity. Negative polarity: a larger gap worsens the score. Increasingly required by regulation in the UK, EU, and other jurisdictions.","[GRI 405-2]; [M22] scored data point, Shareholders/Management category"
"TR.BOARDRELATEDPARTYTRANSACTIONS","Board Related Party Transactions Policy","Boolean","Governance","Shareholders","Positive","Yes/No","Does the company have a formal policy and process for identifying, approving, and disclosing related party transactions involving board members, executives, or controlling shareholders? Robust oversight of related party transactions protects minority shareholders from value-transfer risks.","[M22] scored data point, Shareholders category"
"TR.CODEOFCONDUCTNONCOMPLIANCE","Code of Conduct Non-Compliance Reporting","Boolean","Governance","Shareholders","Positive","Yes/No","Does the company disclose the number or nature of confirmed violations of its code of conduct during the reporting period, along with the disciplinary actions taken? Transparency on non-compliance demonstrates that the code is actively enforced rather than merely aspirational.","[GRI 2-26]; [M22] scored data point, Shareholders/Management category"
"TR.CODEOFCONDUCTOVERSIGHT","Code of Conduct Board Oversight","Boolean","Governance","Shareholders","Positive","Yes/No","Does the board of directors (or a board committee) have formal oversight responsibility for the company's code of conduct, including monitoring compliance and reviewing alleged breaches? Board-level ownership of the code of conduct elevates ethical governance beyond operational compliance functions.","[M22] scored data point, Shareholders/Management category"
"TR.CSRREPORTINGSCOPE","CSR Reporting Scope","Text/Categorical","Governance","CSR Strategy","Positive","Text (e.g. 'Global', 'Partial')","The geographic and operational scope of the company's CSR or sustainability report — i.e. whether disclosures cover global operations, a subset of business units, or specific geographies only. Broader reporting scope (global coverage) is associated with higher transparency and more complete ESG disclosure.","[GRI 2-2]; [M22] scored data point, CSR Strategy category"
"TR.TAXOVERSIGHTBYBOARD","Tax Oversight by Board","Boolean","Governance","CSR Strategy","Positive","Yes/No","Does the board of directors (or a board-level committee, typically the audit committee) have explicit formal responsibility for overseeing the company's tax strategy and management of tax risk? Board-level tax oversight reflects the increasing recognition of tax as a governance and reputational issue.","[GRI 207-1]; [M22] scored data point, CSR Strategy category"
"TR.TAXFAIRNESSCOMMITMENT","Tax Fairness Commitment","Boolean","Governance","CSR Strategy","Positive","Yes/No","Has the company made a public commitment to paying a fair share of taxes — going beyond mere legal compliance by acknowledging the societal role of tax contributions and committing not to use artificial structures for tax avoidance purposes?","[GRI 207-1]; [M22] scored data point, CSR Strategy category"
"TR.AUDITOVERSIGHTOFTAX","Audit Committee Oversight of Tax","Boolean","Governance","CSR Strategy","Positive","Yes/No","Does the audit committee specifically include tax strategy and tax risk management within its formal oversight remit, reviewing significant tax positions and approving the company's approach to uncertain tax positions?","[GRI 207-1]; [M22] scored data point, CSR Strategy category"
"TR.NUMBEROFPARTTIMEEMPLOYEES","Number of Part-Time Employees","Numeric","Social","Workforce","Positive","Headcount","Total number of employees employed on a part-time basis during the reporting period. Alongside temporary staff proportion, this indicator helps characterise the structure of the company's workforce and its use of flexible employment arrangements.","[GRI 2-7]; [M22] scored data point, Workforce category"
"TR.MINORITIESSALARYGAP","Minorities Salary Gap","Numeric","Social","Workforce","Negative","%","The pay gap between minority-group employees and non-minority employees, expressed as the percentage by which non-minority median or average pay exceeds that of minority groups. Negative polarity: a larger gap indicates greater pay inequity. Primarily reported by US-listed companies under SEC disclosure requirements.","[GRI 405-2]; [M22] scored data point, Workforce category"
"TR.LOBBYINGCONTRIBUTIONAMOUNT","Lobbying Contribution Amount","Numeric","Social","Community","Negative","Local currency","Total monetary value of lobbying expenditures made by the company to influence public policy, regulation, or legislation, including payments to lobbying firms, trade associations, and direct government relations activities. Negative polarity: large opaque lobbying spend may indicate disproportionate political influence and reputational risk.","[GRI 415]; [M22] scored data point, Community category"
"TR.NOTAPPROVEDDRUG","Non-Approved Drug Revenue","Text/Categorical","Social","Product Responsibility","Negative","Yes/No","Does the company derive revenues from the sale or distribution of pharmaceutical products not approved by a relevant regulatory authority (e.g. FDA, EMA) for the indicated use? Negative polarity: involvement with non-approved drugs raises patient safety, regulatory, and reputational risks. Used as a values-based investment screen in healthcare-focused strategies.","[M22] scored data point, Product Responsibility category"
"TR.ENERGYUSEINDIRECT","Indirect Energy Consumption","Numeric","Environmental","Resource Use","Negative","Gigajoules (GJ)","Total indirect energy consumed by the company, primarily purchased electricity and heat, corresponding to Scope 2 energy consumption under the GHG Protocol. Together with direct energy (TR.EnergyPurchasedDirect), this forms the company's total energy footprint.","[GRI 302-2]; [M22]"
"TR.ANALYTICENERGYUSE","Analytic Energy Use Score","Numeric (0-100)","Environmental","Resource Use","Positive","Score 0–100","LSEG normalised and industry-benchmarked score for total energy consumption (Scope 1 + Scope 2). Calculated as total energy use per unit of revenue or production output, normalised relative to the TRBC industry group peer set. This is the primary proxy variable driving the energy component of the Resource Use category score.","[M22] materiality matrix — 'Energy' theme proxy (TR.AnalyticEnergyUse)"
"TR.ANALYTICRENEWENERGYUSE","Analytic Renewable Energy Use Score","Numeric (0-100)","Environmental","Resource Use","Positive","Score 0–100 or %","LSEG normalised score or percentage representing the share of total energy consumption sourced from renewable sources (solar, wind, hydro, biomass, geothermal). A higher renewable energy share reduces Scope 2 emissions and exposure to fossil fuel price risk.","[M22] materiality matrix — 'Energy' theme; proxy: TR.AnalyticRenewEnergyUse"
"TR.CO2DIRECTSCOPE1","GHG Emissions – Scope 1 (Direct)","Numeric","Environmental","Emissions","Negative","Metric tonnes CO2 equivalent","Total direct greenhouse gas (GHG) emissions from sources owned or controlled by the company, expressed in metric tonnes of CO2 equivalent. Scope 1 includes combustion of fuels in owned or controlled equipment, process emissions, and fugitive releases. Reported or estimated using the GHG Protocol Corporate Standard.","[GRI 305-1]; GHG Protocol Corporate Standard; [M22]"
"TR.CO2INDIRECTSCOPE2","GHG Emissions – Scope 2 (Indirect, Energy)","Numeric","Environmental","Emissions","Negative","Metric tonnes CO2 equivalent","Total indirect GHG emissions from the generation of purchased or acquired electricity, steam, heat, or cooling consumed by the company, expressed in metric tonnes of CO2 equivalent. Scope 2 emissions can be reported on a location-based or market-based method under the GHG Protocol.","[GRI 305-2]; GHG Protocol Corporate Standard; [M22]"
"TR.CO2INDIRECTSCOPE3","GHG Emissions – Scope 3 (Value Chain)","Numeric","Environmental","Emissions","Negative","Metric tonnes CO2 equivalent","Total indirect GHG emissions across the company's value chain that are not included in Scope 2, expressed in metric tonnes of CO2 equivalent. Scope 3 covers upstream (supply chain, purchased goods) and downstream (use of sold products, end-of-life treatment) emission categories as defined in the GHG Protocol Scope 3 Standard. Often the largest portion of a company's total GHG footprint.","[GRI 305-3]; GHG Protocol Scope 3 Standard; [M22]"
"TR.ANALYTICCO2","Analytic GHG Intensity (Scope 1+2 per Revenue)","Numeric","Environmental","Emissions","Negative","Tonnes CO2e / USD revenue","LSEG primary proxy variable for the Emissions category. Calculated as total Scope 1 + Scope 2 GHG emissions normalised by net revenues, benchmarked relative to the TRBC industry group peer set. This intensity metric is the single most important variable driving a company's Emissions category score. When a company does not report GHG data, LSEG uses modelled estimates and flags the observation via TR.CO2EstimationMethod.","[M22] materiality matrix — proxy variable for Emissions category (TR.AnalyticCO2)"
"TR.POLICYEMISSIONS","GHG Emissions Reduction Policy","Boolean","Environmental","Emissions","Positive","Yes/No","Does the company have a formal, documented policy committing to reduce its greenhouse gas emissions? A credible climate policy typically sets out the company's approach to managing climate-related transition risk, its governance structure for climate issues, and its decarbonisation ambitions.","[GRI 305]; [M22] scored data point, Emissions category"
"TR.TARGETSEMISSIONSREDUCTION","GHG Emissions Reduction Targets","Boolean","Environmental","Emissions","Positive","Yes/No","Has the company set specific, time-bound, and quantitative targets for reducing its GHG emissions (Scope 1, 2, and/or 3)? Targets are a key governance signal distinguishing companies with credible decarbonisation plans from those with only aspirational commitments. Target quality is enhanced by third-party validation (e.g. Science Based Targets initiative).","[GRI 305]; [M22] scored data point, Emissions category"
"TR.SBTICOMMITMENT","Science Based Targets Initiative (SBTi) Commitment","Boolean","Environmental","Emissions","Positive","Yes/No","Has the company committed to setting or has already had validated emission reduction targets through the Science Based Targets initiative (SBTi), which requires targets to be aligned with the Paris Agreement goal of limiting global warming to 1.5°C above pre-industrial levels? SBTi validation is considered the gold standard for corporate climate target credibility.","[SBTi] Corporate Net-Zero Standard; [M22] scored data point, Emissions category"
"TR.NETZEROCOMMITMENT","Net Zero Commitment","Boolean","Environmental","Emissions","Positive","Yes/No","Has the company publicly committed to achieving net zero greenhouse gas emissions across all scopes (1, 2, and 3) by a specified target year, typically 2050 or earlier? A credible net zero commitment includes interim milestones, a defined scope of coverage, and a plan to address residual emissions through credible removals rather than offsets alone.","[IPCC] Special Report 1.5°C; [M22] scored data point, Emissions category"
"TR.ANALYTICENVCONTROV","Analytic Environmental Controversies Score","Numeric (0-100)","Environmental","Emissions","Positive","Score 0–100","LSEG's composite normalised score capturing the severity and recency of negative environmental controversies involving the company, sourced from global media and NGO publications. A lower raw controversy count raises this analytic score. Feeds into the ESG Combined Score (ESGC) overlay to discount the ESG score for companies with significant environmental incidents.","[M22] controversies overlay methodology"
"TR.CONTROVENV","Environmental Controversies","Boolean","Environmental","Emissions","Negative","Yes/No","Has the company been involved in any significant environmental controversy — including pollution incidents, regulatory violations, or civil litigation related to environmental damage — captured in global media and NGO reports over the full controversies monitoring period? Negative polarity: presence of controversies lowers the score.","[M22] controversies methodology — environmental controversies overlay"
"TR.RECENTCONTROVENV","Recent Environmental Controversies","Boolean","Environmental","Emissions","Negative","Yes/No","Has the company been involved in a significant environmental controversy within the most recent 24-month window? LSEG applies additional weight to recent controversies in the ESGC overlay on the basis that recent incidents are more indicative of current corporate behaviour and ongoing risk than older events.","[M22] controversies methodology — recent controversies weighting"
