Instrument,Year,AsOfDate,Currency,MarketCap_EUR
RTO.L,2014,2014-12-31,EUR,2837211109.54375
LOIM.PA,2014,2014-12-31,EUR,6514807023.6802
SUNN.S,2014,2014-12-31,EUR,
SLHN.S,2014,2014-12-31,EUR,6144569989.52073
IPN.PA,2014,2014-12-31,EUR,3562161839.0
FRES.L,2014,2014-12-31,EUR,7054939365.90936
IMB.L,2014,2014-12-31,EUR,34942288335.027
RWEG.DE,2014,2014-12-31,EUR,14076499581.7858
TUB.BR,2014,2014-12-31,EUR,2345978422.29
VLOF.PA,2014,2014-12-31,EUR,8232310959.35838
WLSNc.AS,2014,2014-12-31,EUR,7653082333.65
LLOY.L,2014,2014-12-31,EUR,68625317358.8694
HEIO.AS,2014,2014-12-31,EUR,14957406624.24
SRENH.S,2014,2014-12-31,EUR,25475711733.8766
BEZG.L,2014,2014-12-31,EUR,1729265118.28483
NHY.OL,2014,2014-12-31,EUR,9706881022.36935
CPRI.MI,2014,2014-12-31,EUR,2930136000.0
AEGN.AS,2014,2014-12-31,EUR,17070003152.829
LOGN.S,2014,2014-12-31,EUR,1959887429.79817
TCAPI.L,2014,2014-12-31,EUR,889990377.777373
LATOb.ST,2014,2014-12-31,EUR,3208238619.09649
BGN.MI,2014,2014-12-31,EUR,2695261727.7
SBMO.AS,2014,2014-12-31,EUR,2051027714.414
AOO.BR,2014,2014-12-31,EUR,606862925.638299
IETB.BR,2014,2014-12-31,EUR,1019155061.37828
PSPN.S,2014,2014-12-31,EUR,3283868558.18623
CDR.WA,2014,2014-12-31,EUR,370886605.507659
VOLVb.ST,2014,2014-12-31,EUR,18305611642.9899
STMN.S,2014,2014-12-31,EUR,3261333885.71023
EPIRa.ST,2014,2014-12-31,EUR,
NAFG.DE,2014,2014-12-31,EUR,2092510672.035
BMWG.DE,2014,2014-12-31,EUR,57738357809.88
EVOG.ST,2014,2014-12-31,EUR,
DPLM.L,2014,2014-12-31,EUR,1033561528.66652
BWY.L,2014,2014-12-31,EUR,3051037851.92473
AXAF.PA,2014,2014-12-31,EUR,46898551213.495
UNI.MC,2014,2014-12-31,EUR,
NWG.L,2014,2014-12-31,EUR,49588385256.814
DEMANT.CO,2014,2014-12-31,EUR,3633488878.38912
CRDI.MI,2014,2014-12-31,EUR,31867222428.4863
WDPP.BR,2014,2014-12-31,EUR,1093053142.16272
ELIS.PA,2014,2014-12-31,EUR,
TOM.OL,2014,2014-12-31,EUR,942617085.138596
ALEP.WA,2014,2014-12-31,EUR,
GRLS.MC,2014,2014-12-31,EUR,10723196622.63
FRAG.DE,2014,2014-12-31,EUR,4433594978.16
MKS.L,2014,2014-12-31,EUR,9953991606.68144
SABE.MC,2014,2014-12-31,EUR,8873940205.23868
MICCT.AS,2014,2014-12-31,EUR,
CRDA.L,2014,2014-12-31,EUR,4389685905.56659
DLG.MI,2014,2014-12-31,EUR,2227550000.0
CAST.ST,2014,2014-12-31,EUR,2229512391.43282
SRP.L,2014,2014-12-31,EUR,1136292606.12747
SGE.L,2014,2014-12-31,EUR,6455464961.15183
ADYEN.AS,2014,2014-12-31,EUR,
HNKG_p.DE,2014,2014-12-31,EUR,36829304467.5
AENA.MC,2014,2014-12-31,EUR,
OMVV.VI,2014,2014-12-31,EUR,7262181812.13
RHMG.DE,2014,2014-12-31,EUR,1436255730.0
FOUG.PA,2014,2014-12-31,EUR,3886474147.92
BPTB.L,2014,2014-12-31,EUR,
PSN.L,2014,2014-12-31,EUR,5892852927.66388
MRON.L,2014,2014-12-31,EUR,
ALSO.PA,2014,2014-12-31,EUR,7242030995.9956
STERV.HE,2014,2014-12-31,EUR,5953597596.685
IMI.L,2014,2014-12-31,EUR,4419045387.56537
PRX.AS,2014,2014-12-31,EUR,
ROPC.S,2014,2014-12-31,EUR,234207936857.247
PNN.L,2014,2014-12-31,EUR,3242544944.05121
G24n.DE,2014,2014-12-31,EUR,
BGEO.L,2014,2014-12-31,EUR,682628616.08566
ZELA.CO,2014,2014-12-31,EUR,261801041.063461
ALSYDB.CO,2014,2014-12-31,EUR,1926695135.99309
NOKIA.HE,2014,2014-12-31,EUR,24395469136.4085
CAMX.ST,2014,2014-12-31,EUR,
SPIE.PA,2014,2014-12-31,EUR,
NXT.L,2014,2014-12-31,EUR,11653460815.4435
FDJU.PA,2014,2014-12-31,EUR,
MT.AS,2014,2014-12-31,EUR,15135089316.8075
NOVOb.CO,2014,2014-12-31,EUR,84287054042.6046
IVG.MI,2014,2014-12-31,EUR,
VTYV.L,2014,2014-12-31,EUR,1468756223.68482
BBVA.MC,2014,2014-12-31,EUR,48246465154.8144
CVC.AS,2014,2014-12-31,EUR,
KBC.BR,2014,2014-12-31,EUR,19405355825.21
AIBG.I,2014,2014-12-31,EUR,41351637194.5
PUMG.DE,2014,2014-12-31,EUR,2602479163.2
ULVR.L,2014,2014-12-31,EUR,
CSG.AS,2014,2014-12-31,EUR,
AM.PA,2014,2014-12-31,EUR,9792838438.9
GAW.L,2014,2014-12-31,EUR,214592391.477373
GALP.LS,2014,2014-12-31,EUR,6991412103.685
P911_p.DE,2014,2014-12-31,EUR,
VEND.OL,2014,2014-12-31,EUR,3988988420.15052
EXHO.PA,2014,2014-12-31,EUR,8824007031.79208
HLMA.L,2014,2014-12-31,EUR,3349785733.75515
INWT.MI,2014,2014-12-31,EUR,
GFCP.PA,2014,2014-12-31,EUR,6523163618.6817
WISEa.L,2014,2014-12-31,EUR,
KYGa.I,2014,2014-12-31,EUR,10033226276.84
WALLb.ST,2014,2014-12-31,EUR,2153130603.88444
NG.L,2014,2014-12-31,EUR,40857822333.1633
PLUSP.L,2014,2014-12-31,EUR,678478273.525891
INDUc.ST,2014,2014-12-31,EUR,6428322734.06035
DANSKE.CO,2014,2014-12-31,EUR,22811086250.3314
SCHP.S,2015,2015-12-31,EUR,16639185263.6495
NTGY.MC,2015,2015-12-31,EUR,18827969950.915
ADEN.S,2015,2015-12-31,EUR,10777720645.335
SPSN.S,2015,2015-12-31,EUR,4894803011.50765
SOF.BR,2015,2015-12-31,EUR,3541450321.49645
SSE.L,2015,2015-12-31,EUR,20862370967.7407
AAK.ST,2015,2015-12-31,EUR,2822814311.83295
SDR.L,2015,2015-12-31,EUR,10865036365.8805
SASY.PA,2015,2015-12-31,EUR,
NSISb.CO,2015,2015-12-31,EUR,13778987158.8666
CPG.L,2015,2015-12-31,EUR,22611977950.1448
EMSN.S,2015,2015-12-31,EUR,9331862264.45802
KBX.DE,2015,2015-12-31,EUR,
AIR.PA,2015,2015-12-31,EUR,48038472544.3867
URW.PA,2015,2015-12-31,EUR,23121594321.6
LPPP.WA,2015,2015-12-31,EUR,2339428061.48417
FORTUM.HE,2015,2015-12-31,EUR,11630719891.4331
BAYGn.DE,2015,2015-12-31,EUR,95760560491.9098
QLT.L,2015,2015-12-31,EUR,
SAPG.DE,2015,2015-12-31,EUR,89655074229.3481
AAF.L,2015,2015-12-31,EUR,
LUNDb.ST,2015,2015-12-31,EUR,4958507511.00751
PEO.WA,2015,2015-12-31,EUR,8535940455.97442
STMMI.MI,2015,2015-12-31,EUR,5512529059.47
PUIGb.MC,2015,2015-12-31,EUR,
SCHN.PA,2015,2015-12-31,EUR,30692833325.8991
DSV.CO,2015,2015-12-31,EUR,6856336047.9531
JD.L,2015,2015-12-31,EUR,2749824623.96995
GMAB.CO,2015,2015-12-31,EUR,7381704209.15816
SCYR.MC,2015,2015-12-31,EUR,898537616.617461
EMII.MI,2015,2015-12-31,EUR,3263268903.52294
FTKn.DE,2015,2015-12-31,EUR,322475818.5
ENI.MI,2015,2015-12-31,EUR,48807108981.9
HUBN.S,2015,2015-12-31,EUR,864148578.27476
INDT.ST,2015,2015-12-31,EUR,2050802417.36597
AMV0n.DE,2015,2015-12-31,EUR,
KGH.WA,2015,2015-12-31,EUR,2769744947.33128
BCU.MI,2015,2015-12-31,EUR,1105000000.0
MAP.MC,2015,2015-12-31,EUR,7119927167.176
DLN.L,2015,2015-12-31,EUR,5313566768.58926
IG.MI,2015,2015-12-31,EUR,
SOGN.PA,2015,2015-12-31,EUR,34320312277.02
LOTB.BR,2015,2015-12-31,EUR,1420760250.0
UCB.BR,2015,2015-12-31,EUR,16188705915.34
G1AG.DE,2015,2015-12-31,EUR,7199330802.4
GLEN.L,2015,2015-12-31,EUR,16922903116.5721
LOOMIS.ST,2015,2015-12-31,EUR,2024699543.68112
BMED.MI,2015,2015-12-31,EUR,5135584915.435
UHR.S,2015,2015-12-31,EUR,17004756668.1934
TPRO.MI,2015,2015-12-31,EUR,
LHAG.DE,2015,2015-12-31,EUR,6766003775.35632
DRX.L,2015,2015-12-31,EUR,1347639530.33122
BCVN.S,2015,2015-12-31,EUR,5034561217.7164
EQNR.OL,2015,2015-12-31,EUR,40981877123.7134
BKGH.L,2015,2015-12-31,EUR,6084388884.28989
BAWG.VI,2015,2015-12-31,EUR,
RAND.AS,2015,2015-12-31,EUR,14862851740.11
ANTO.L,2015,2015-12-31,EUR,6278728701.72523
VOWG_p.DE,2015,2015-12-31,EUR,69571259370.15
OREP.PA,2015,2015-12-31,EUR,86923716049.7
R3NK.DE,2015,2015-12-31,EUR,
ICAG.L,2015,2015-12-31,EUR,16780412571.9819
REP.MC,2015,2015-12-31,EUR,14590859349.6554
DHER.DE,2015,2015-12-31,EUR,
ORSTED.CO,2015,2015-12-31,EUR,
EVKn.DE,2015,2015-12-31,EUR,14266590000.0
FREG.DE,2015,2015-12-31,EUR,35954589412.8
SECUb.ST,2015,2015-12-31,EUR,4964995675.52582
TEL2b.ST,2015,2015-12-31,EUR,3370120396.03738
JYSK.CO,2015,2015-12-31,EUR,3934173639.71064
AALB.AS,2015,2015-12-31,EUR,3515344621.58
GJFG.OL,2015,2015-12-31,EUR,7042221530.63898
MANTA.HE,2015,2015-12-31,EUR,
RIO.L,2015,2015-12-31,EUR,45302590021.4694
HLN.L,2015,2015-12-31,EUR,
MAERSKb.CO,2015,2015-12-31,EUR,21336874238.0268
RKT.L,2015,2015-12-31,EUR,58026953381.8997
VALMT.HE,2015,2015-12-31,EUR,1300075569.825
SGEF.PA,2015,2015-12-31,EUR,35504073771.92
ENX.PA,2015,2015-12-31,EUR,3309948503.02884
ALVG.DE,2015,2015-12-31,EUR,74742350000.0
LSEG.L,2015,2015-12-31,EUR,12972810353.5621
QIA.DE,2015,2015-12-31,EUR,5540649796.58581
HOLN.S,2015,2015-12-31,EUR,13809282287.1335
GASI.MI,2015,2015-12-31,EUR,25221347184.6
ICGIN.L,2015,2015-12-31,EUR,2467073167.42353
HUH1V.HE,2015,2015-12-31,EUR,3537773439.55
ENT.L,2015,2015-12-31,EUR,370449469.25086
PHP.L,2015,2015-12-31,EUR,658635847.28949
LTMC.MI,2015,2015-12-31,EUR,
SOBIV.ST,2015,2015-12-31,EUR,3833177382.76697
SN.L,2015,2015-12-31,EUR,14697174974.1213
SEBa.ST,2015,2015-12-31,EUR,20731241766.1704
SWEDa.ST,2015,2015-12-31,EUR,21771181321.0189
MOWI.OL,2015,2015-12-31,EUR,5484922501.18259
RECI.MI,2015,2015-12-31,EUR,4943718687.84
SDFGn.DE,2015,2015-12-31,EUR,4520868000.0
BALF.L,2015,2015-12-31,EUR,2529082599.30387
ALLN.S,2015,2015-12-31,EUR,1947601579.42255
BOLL.PA,2015,2015-12-31,EUR,12430277954.598
BUCN.S,2015,2015-12-31,EUR,2072438095.29752
FMEG.DE,2015,2015-12-31,EUR,24317644880.76
AXFO.ST,2015,2015-12-31,EUR,3264993808.5222
MICP.PA,2015,2015-12-31,EUR,15984078018.9
ATCOa.ST,2015,2015-12-31,EUR,19220731262.5448
NEXS.PA,2015,2015-12-31,EUR,1435543096.6
SJP.L,2015,2015-12-31,EUR,7177119460.7766
BLND.L,2015,2015-12-31,EUR,10972888930.2991
UPM.HE,2015,2015-12-31,EUR,8918723530.29
TELIA.ST,2015,2015-12-31,EUR,18577987303.2709
NIBEb.ST,2015,2015-12-31,EUR,2950338215.96685
SAGAb.ST,2015,2015-12-31,EUR,1416733665.87733
AAL.L,2015,2015-12-31,EUR,4764516237.80439
BNZL.L,2015,2015-12-31,EUR,8574540522.08904
BNPP.PA,2015,2015-12-31,EUR,65088307419.66
ALCC.S,2015,2015-12-31,EUR,
AMUN.PA,2015,2015-12-31,EUR,7221646106.55068
SFZN.S,2015,2015-12-31,EUR,737307889.626597
PKO.WA,2015,2015-12-31,EUR,7714421526.13276
RACE.MI,2015,2015-12-31,EUR,8468639201.33
LEGn.DE,2015,2015-12-31,EUR,4739118994.0
PRU.L,2015,2015-12-31,EUR,43804104545.493
KMAR.OL,2015,2015-12-31,EUR,
BIRG.I,2015,2015-12-31,EUR,10938786977.04
MONC.MI,2015,2015-12-31,EUR,3114049502.1
TEPRF.PA,2015,2015-12-31,EUR,4433130975.0
VIE.PA,2015,2015-12-31,EUR,12317972666.9131
EXPN.L,2015,2015-12-31,EUR,15680595266.2947
HEIG.DE,2015,2015-12-31,EUR,14210243990.74
UMI.BR,2015,2015-12-31,EUR,4330480000.0
ITPG.MI,2015,2015-12-31,EUR,1530842873.64
VAR.OL,2015,2015-12-31,EUR,
TRYG.CO,2015,2015-12-31,EUR,5018463670.14706
CAPP.PA,2015,2015-12-31,EUR,14738258067.2
SYENS.BR,2015,2015-12-31,EUR,
BOUY.PA,2015,2015-12-31,EUR,12366147166.65
SSABb.ST,2015,2015-12-31,EUR,1059757244.20107
WBSV.VI,2015,2015-12-31,EUR,2025345494.7
ENR1n.DE,2015,2015-12-31,EUR,
KOG.OL,2015,2015-12-31,EUR,1321260741.43974
AMA.MC,2015,2015-12-31,EUR,17853493656.61
SHEL.AS,2015,2015-12-31,EUR,133750324489.663
ZEG.L,2015,2015-12-31,EUR,313176914.864768
DTGGe.DE,2015,2015-12-31,EUR,
PSON.L,2015,2015-12-31,EUR,8200958432.76439
KEMIRA.HE,2015,2015-12-31,EUR,1649737955.34
FHZN.S,2015,2015-12-31,EUR,4240292173.54108
BATS.L,2015,2015-12-31,EUR,95402846588.2346
AVANZ.ST,2015,2015-12-31,EUR,1150050175.64077
FLS.CO,2015,2015-12-31,EUR,1572568136.86709
GALD.S,2015,2015-12-31,EUR,
SCAb.ST,2015,2015-12-31,EUR,3199917253.48205
ISP.MI,2015,2015-12-31,EUR,47293254981.924
SKFb.ST,2015,2015-12-31,EUR,6660034956.06226
VLLP.PA,2015,2015-12-31,EUR,1166919416.68689
NDAFI.HE,2015,2015-12-31,EUR,39952775680.935
ROCKb.CO,2015,2015-12-31,EUR,2725874193.92975
LISP.S,2015,2015-12-31,EUR,14972003781.3274
RS1R.L,2015,2015-12-31,EUR,1424689429.35878
RUBF.PA,2015,2015-12-31,EUR,2914021882.12796
ENGIE.PA,2015,2015-12-31,EUR,36763218384.2967
SGRO.L,2015,2015-12-31,EUR,4357148579.23763
EVDG.DE,2015,2015-12-31,EUR,3527040000.0
HSX.L,2015,2015-12-31,EUR,4005149369.94837
YAR.OL,2015,2015-12-31,EUR,10225173652.2509
ACCP.PA,2015,2015-12-31,EUR,9413493419.61
ADDTb.ST,2015,2015-12-31,EUR,921079059.034258
BOL.ST,2015,2015-12-31,EUR,3656191399.62597
HSBA.L,2015,2015-12-31,EUR,139901962726.406
HOCM.L,2015,2015-12-31,EUR,326119901.25584
CBKG.DE,2015,2015-12-31,EUR,11987567272.648
SAF.PA,2015,2015-12-31,EUR,26427164801.45
ENEI.MI,2015,2015-12-31,EUR,35544692465.1
SHLG.DE,2015,2015-12-31,EUR,
GL9.I,2015,2015-12-31,EUR,5017720093.8
BMPS.MI,2015,2015-12-31,EUR,3427599713.895
MWDP.PA,2015,2015-12-31,EUR,5259953888.0
ADSGn.DE,2015,2015-12-31,EUR,18810627283.26
UBSG.S,2015,2015-12-31,EUR,67646416351.8491
ELI.BR,2015,2015-12-31,EUR,2601933062.5665
HNRGn.DE,2015,2015-12-31,EUR,12741087207.1
HIAB.HE,2015,2015-12-31,EUR,1242058296.51955
LIGHT.AS,2015,2015-12-31,EUR,
DGE.L,2015,2015-12-31,EUR,63390718307.6497
GBLB.BR,2015,2015-12-31,EUR,12719873764.21
LGEN.L,2015,2015-12-31,EUR,21619541205.0932
SAMPO.HE,2015,2015-12-31,EUR,21823490457.6
TKAG.DE,2015,2015-12-31,EUR,7796319278.46392
SUBC.OL,2015,2015-12-31,EUR,2151428080.11876
EDP.LS,2015,2015-12-31,EUR,10254384536.6517
RR.L,2015,2015-12-31,EUR,13536327075.1143
ASRNL.AS,2015,2015-12-31,EUR,
MBGn.DE,2015,2015-12-31,EUR,69514882355.4288
BYG.L,2015,2015-12-31,EUR,1721048940.79114
INPST.AS,2015,2015-12-31,EUR,
BKWB.S,2015,2015-12-31,EUR,1844982292.33227
TUI1n.DE,2015,2015-12-31,EUR,9849166499.57348
CARLb.CO,2015,2015-12-31,EUR,12460203898.4992
AIXGn.DE,2015,2015-12-31,EUR,465288263.04
VATN.S,2015,2015-12-31,EUR,1697725349.11988
MRL.MC,2015,2015-12-31,EUR,3729381350.0
ERICb.ST,2015,2015-12-31,EUR,28486879390.1295
AD.AS,2015,2015-12-31,EUR,15317057590.78
TE.PA,2015,2015-12-31,EUR,
SFSN.S,2015,2015-12-31,EUR,2416726550.01997
ABBN.S,2015,2015-12-31,EUR,35920956610.5126
SBNOR.OL,2015,2015-12-31,EUR,213796214.836651
DBKGn.DE,2015,2015-12-31,EUR,31068144724.8413
BNRGn.DE,2015,2015-12-31,EUR,7459260000.0
BZU.MI,2015,2015-12-31,EUR,2595762882.37587
ABVX.PA,2015,2015-12-31,EUR,136192179.35
NESTE.HE,2015,2015-12-31,EUR,6943405150.38416
TSCO.L,2015,2015-12-31,EUR,13020653636.9485
DKSH.S,2015,2015-12-31,EUR,3730008071.2282
ITX.MC,2015,2015-12-31,EUR,98766701880.0
ADML.L,2015,2015-12-31,EUR,5026220470.04467
MOBN.S,2015,2015-12-31,EUR,1180462598.69078
PGHN.S,2015,2015-12-31,EUR,8751246887.48003
VSURE.ST,2015,2015-12-31,EUR,
SALM.OL,2015,2015-12-31,EUR,1792222502.91718
CARR.PA,2015,2015-12-31,EUR,19362154796.4093
DHLn.DE,2015,2015-12-31,EUR,31477021946.085
BAER.S,2015,2015-12-31,EUR,9799403836.4052
STAN.L,2015,2015-12-31,EUR,25077568746.5672
NESN.S,2015,2015-12-31,EUR,216209387908.347
SPMI.MI,2015,2015-12-31,EUR,3195504672.4326
LVMH.PA,2015,2015-12-31,EUR,73634643425.7
DNB.OL,2015,2015-12-31,EUR,20289670219.3843
VOES.VI,2015,2015-12-31,EUR,4778736387.345
GEBN.S,2015,2015-12-31,EUR,11618722844.9922
RAAG.DE,2015,2015-12-31,EUR,4774263000.0
BRBY.L,2015,2015-12-31,EUR,7216188301.12099
TLIT.MI,2015,2015-12-31,EUR,20693663220.308
KNEBV.HE,2015,2015-12-31,EUR,19786801785.24
SAN.MC,2015,2015-12-31,EUR,65226664072.2815
PRTP.PA,2015,2015-12-31,EUR,18538890623.446
NDXG.DE,2015,2015-12-31,EUR,2648899039.91055
PNDORA.CO,2015,2015-12-31,EUR,14033305442.2208
AYV.PA,2015,2015-12-31,EUR,
ZURN.S,2015,2015-12-31,EUR,34694749849.2984
ABI.BR,2015,2015-12-31,EUR,183982902646.4
HEXAb.ST,2015,2015-12-31,EUR,11508019605.2958
ASMI.AS,2015,2015-12-31,EUR,2064264167.031
HEIN.AS,2015,2015-12-31,EUR,45371725826.01
KGF.L,2015,2015-12-31,EUR,10261604986.1911
AVOL.S,2015,2015-12-31,EUR,5786365324.94101
MNG.L,2015,2015-12-31,EUR,
BAMI.MI,2015,2015-12-31,EUR,4433080946.89563
HAGG.DE,2015,2015-12-31,EUR,
A2.MI,2015,2015-12-31,EUR,3834676059.048
TPE.WA,2015,2015-12-31,EUR,1150109546.10348
BEIJb.ST,2015,2015-12-31,EUR,874064925.931565
FNTGn.DE,2015,2015-12-31,EUR,3996772399.68551
CLNX.MC,2015,2015-12-31,EUR,3994219035.20962
VWS.CO,2015,2015-12-31,EUR,14273770266.3722
KPN.AS,2015,2015-12-31,EUR,13674982401.155
ITRK.L,2015,2015-12-31,EUR,6081124870.17347
TTEF.PA,2015,2015-12-31,EUR,100628345250.405
MTXGn.DE,2015,2015-12-31,EUR,4685200000.0
DSFIR.AS,2015,2015-12-31,EUR,
AGES.BR,2015,2015-12-31,EUR,9577716932.4
SCMN.S,2015,2015-12-31,EUR,23660347655.8143
VID.MC,2015,2015-12-31,EUR,1106036318.17542
TEF.MC,2015,2015-12-31,EUR,50921154109.4422
PIRC.MI,2015,2015-12-31,EUR,
PHG.AS,2015,2015-12-31,EUR,21937428570.5346
DAST.PA,2015,2015-12-31,EUR,18929022076.17
LAND.L,2015,2015-12-31,EUR,11847417320.9697
INF.L,2015,2015-12-31,EUR,5398501523.15902
TENR.MI,2015,2015-12-31,EUR,12454142939.758
III.L,2015,2015-12-31,EUR,6356723986.5667
RMV.L,2015,2015-12-31,EUR,5341573454.48916
CCH.L,2015,2015-12-31,EUR,6692703667.51327
PSHG_p.DE,2015,2015-12-31,EUR,15315562500.0
CWK.L,2015,2015-12-31,EUR,1293862638.20403
ACS.MC,2015,2015-12-31,EUR,8500664617.27353
BKT.MC,2015,2015-12-31,EUR,4252628357.78786
ACPP.WA,2015,2015-12-31,EUR,1071994343.5807
GETP.PA,2015,2015-12-31,EUR,6303000000.0
STLAM.MI,2015,2015-12-31,EUR,9954634676.94281
KCRA.HE,2015,2015-12-31,EUR,1349893081.43327
MBK.WA,2015,2015-12-31,EUR,3025037347.33392
ELISA.HE,2015,2015-12-31,EUR,5674332325.43
SBRY.L,2015,2015-12-31,EUR,6310316008.40486
SWECb.ST,2015,2015-12-31,EUR,1590598965.1762
SGSN.S,2015,2015-12-31,EUR,13407273788.4263
BAB.L,2015,2015-12-31,EUR,6951859588.21121
KNIN.S,2015,2015-12-31,EUR,14891737619.8083
NEXII.MI,2015,2015-12-31,EUR,
DNP.WA,2015,2015-12-31,EUR,
DTEGn.DE,2015,2015-12-31,EUR,76885019710.3
FBK.MI,2015,2015-12-31,EUR,4485183845.535
ISS.CO,2015,2015-12-31,EUR,6075404194.84624
IHG.L,2015,2015-12-31,EUR,5964589556.16912
BESI.AS,2015,2015-12-31,EUR,743029573.76
GALE.S,2015,2015-12-31,EUR,
SATG_p.DE,2015,2015-12-31,EUR,5189652000.0
SAABb.ST,2015,2015-12-31,EUR,2962547286.41476
BARN.S,2015,2015-12-31,EUR,5475557273.90994
REDE.MC,2015,2015-12-31,EUR,10430669700.0
EMG.L,2015,2015-12-31,EUR,4050797691.27709
ARDS.AS,2015,2015-12-31,EUR,1558040445.84
ROR.L,2015,2015-12-31,EUR,2156456257.00233
UTG.L,2015,2015-12-31,EUR,1975736435.41221
BVI.PA,2015,2015-12-31,EUR,8128380000.0
CFR.S,2015,2015-12-31,EUR,67233540065.8946
KGX.DE,2015,2015-12-31,EUR,4551380174.35861
LAGRb.ST,2015,2015-12-31,EUR,571063444.395581
WRT1V.HE,2015,2015-12-31,EUR,7984313052.7548
TRELb.ST,2015,2015-12-31,EUR,4656207247.98019
SIEGn.DE,2015,2015-12-31,EUR,71381461225.0
JMT.LS,2015,2015-12-31,EUR,7548372173.9
EQTAB.ST,2015,2015-12-31,EUR,
RILBA.CO,2015,2015-12-31,EUR,939026717.280223
SDLF.L,2015,2015-12-31,EUR,2805225967.16981
PZU.WA,2015,2015-12-31,EUR,6715837635.59725
IGG.L,2015,2015-12-31,EUR,3993034002.49774
HIK.L,2015,2015-12-31,EUR,6225984272.21157
EONGn.DE,2015,2015-12-31,EUR,15675970068.0
MTO.L,2015,2015-12-31,EUR,1532856231.68759
BAES.L,2015,2015-12-31,EUR,21462989971.9547
BP.L,2015,2015-12-31,EUR,88303912882.8645
HOLMb.ST,2015,2015-12-31,EUR,2369571035.7418
GTT.PA,2015,2015-12-31,EUR,1444758180.505
INGP.WA,2015,2015-12-31,EUR,3539253258.53032
TEL.OL,2015,2015-12-31,EUR,22080133025.7534
SHBa.ST,2015,2015-12-31,EUR,21724442334.0902
CVO.PA,2015,2015-12-31,EUR,5389163174.09486
LDOF.MI,2015,2015-12-31,EUR,7151720386.15
ADP.PA,2015,2015-12-31,EUR,10608576534.4
IBE.MC,2015,2015-12-31,EUR,41115084943.1024
DCC.L,2015,2015-12-31,EUR,6798342407.85163
WEIR.L,2015,2015-12-31,EUR,2903839420.84507
NKT.CO,2015,2015-12-31,EUR,531005685.783982
UU.L,2015,2015-12-31,EUR,8656941434.21066
ALKb.CO,2015,2015-12-31,EUR,1086641836.27389
CONG.DE,2015,2015-12-31,EUR,30530903704.6628
TBCG.L,2015,2015-12-31,EUR,
ABF.L,2015,2015-12-31,EUR,35021182378.2625
SVT.L,2015,2015-12-31,EUR,6965088062.79198
ALFA.ST,2015,2015-12-31,EUR,6767239412.59609
ALLFG.AS,2015,2015-12-31,EUR,
EDPR.LS,2015,2015-12-31,EUR,6324234174.5
HWDN.L,2015,2015-12-31,EUR,4539109879.48038
ITV.L,2015,2015-12-31,EUR,14134268083.9558
PST.MI,2015,2015-12-31,EUR,9097056150.0
ENAG.MC,2015,2015-12-31,EUR,6207090760.0
MRCG.DE,2015,2015-12-31,EUR,38943054532.46
SHCS.L,2015,2015-12-31,EUR,5034522149.68262
MUVGn.DE,2015,2015-12-31,EUR,30791053002.55
KESKOB.HE,2015,2015-12-31,EUR,3082531854.0
SGOB.PA,2015,2015-12-31,EUR,22352487536.7
LMPL.L,2015,2015-12-31,EUR,1397787740.06279
BASFn.DE,2015,2015-12-31,EUR,64954813239.68
AZMT.MI,2015,2015-12-31,EUR,3161626748.79
SUNB.L,2015,2015-12-31,EUR,
RBIV.VI,2015,2015-12-31,EUR,3906875471.73
SB1NO.OL,2015,2015-12-31,EUR,1030022891.67084
ACKB.BR,2015,2015-12-31,EUR,4532131111.2
SIGNC.S,2015,2015-12-31,EUR,
KBCA.BR,2015,2015-12-31,EUR,3047095634.31
SDZ.S,2015,2015-12-31,EUR,
SRG.MI,2015,2015-12-31,EUR,13949816060.1009
AV.L,2015,2015-12-31,EUR,21287162512.8798
ZAB.WA,2015,2015-12-31,EUR,
DIOR.PA,2015,2015-12-31,EUR,26718973863.1505
SIKA.S,2015,2015-12-31,EUR,7035087952.94154
SAVE.ST,2015,2015-12-31,EUR,
ABNd.AS,2015,2015-12-31,EUR,4468854000.0
BC8G.DE,2015,2015-12-31,EUR,1849258152.0
ANA.MC,2015,2015-12-31,EUR,4528085214.0
SUN.S,2015,2015-12-31,EUR,1677583960.03654
LEGD.PA,2015,2015-12-31,EUR,13930793568.0
SOPR.PA,2015,2015-12-31,EUR,2209858575.9
SKAb.ST,2015,2015-12-31,EUR,7208568748.3657
SPX.L,2015,2015-12-31,EUR,3269557693.41745
LONN.S,2015,2015-12-31,EUR,7806566678.55521
CABK.MC,2015,2015-12-31,EUR,18435452019.3706
BEIG.DE,2015,2015-12-31,EUR,21208320000.0
GETIb.ST,2015,2015-12-31,EUR,4554685838.20647
STDM.PA,2015,2015-12-31,EUR,5430792789.2045
BEAN.S,2015,2015-12-31,EUR,1372742169.27915
INVP.L,2015,2015-12-31,EUR,
PKN.WA,2015,2015-12-31,EUR,6464686056.17414
TW.L,2015,2015-12-31,EUR,8021914289.74778
PAFR.L,2015,2015-12-31,EUR,193247307.903712
NN.AS,2015,2015-12-31,EUR,11106949982.1
AKRBP.OL,2015,2015-12-31,EUR,1215617820.83443
IMCD.AS,2015,2015-12-31,EUR,1791555132.51
THULE.ST,2015,2015-12-31,EUR,1242072973.32297
IFXGn.DE,2015,2015-12-31,EUR,15250811350.905
CAGR.PA,2015,2015-12-31,EUR,28715877292.16
